fecha_venta,año,mes,trimestre,dia_semana,dia_mes,categoria_principal,subcategoria,precio_unitario,cantidad,descuento_porcentaje,precio_con_descuento,ventas_brutas,costo_producto,ganancia_neta,margen_ganancia,region,ciudad,canal_venta,segmento_cliente,metodo_pago,cliente_nuevo,edad_cliente,satisfaccion_cliente,tiempo_entrega_dias,rating_producto,numero_reviews,visitas_web_previas,productos_en_carrito,tiempo_sesion_minutos,clicks_anuncios,veces_visitado_producto,transaction_id
2020-03-25,2020,3,1,3,25,Automóviles,Audio,778.23,7,28.1,559.57,3917.02,3540.93,376.09,9.6,Oeste,Tijuana,Telefónico,VIP,Tarjeta Débito,False,43.0,3.0,4.1,4.3,13,12,5,21.8,0,4,TXN000262
2020-04-04,2020,4,2,6,4,Salud y Belleza,Skincare,119.33,3,34.21,78.51,235.53,107.39,128.13,54.4,Noroeste,Guadalajara,Telefónico,Regular,Tarjeta Débito,False,86.0,4.8,0.7,4.1,7,14,7,7.6,3,2,TXN000263
2021-04-01,2021,4,2,4,1,Deportes,Natación,621.02,2,25.36,463.54,927.08,621.02,306.05,33.01,Oeste,San Luis Potosí,Catálogo,Premium,Efectivo,False,22.0,4.5,1.3,4.8,5,17,4,1.2,0,7,TXN000264
2021-03-26,2021,3,1,5,26,Libros y Medios,Música,85.15,5,25.54,63.4,317.01,255.44,61.58,19.42,Noreste,León,Telefónico,Premium,Transferencia,True,18.0,4.8,8.9,4.7,10,10,3,34.9,0,5,TXN000265
2021-07-29,2021,7,3,4,29,Libros y Medios,No Ficción,97.41,2,23.37,74.65,149.29,116.9,32.4,21.7,Oeste,Torreón,Tienda Física,Nuevo,PayPal,False,45.0,,5.5,5.3,6,18,3,9.7,0,5,TXN000266
2023-06-05,2023,6,2,1,5,Electrónicos,Gaming,1921.15,4,10.12,1726.73,6906.93,5379.21,1527.72,22.12,Noreste,Guadalajara,Marketplace,Regular,Tarjeta Débito,False,57.0,4.9,2.9,4.2,7,13,6,16.4,3,2,TXN000267
2021-11-26,2021,11,4,5,26,Libros y Medios,Textbooks,221.17,4,3.13,214.25,857.02,530.81,326.21,38.06,Sur,Puebla,Online,VIP,Tarjeta Crédito,True,37.0,3.4,5.9,3.5,7,16,5,18.5,4,4,TXN000268
2022-11-19,2022,11,4,6,19,Electrónicos,Auriculares,2464.92,4,40.51,1466.49,5865.95,6901.76,-1035.81,-17.66,Centro,Monterrey,Catálogo,Nuevo,PayPal,False,18.0,4.7,,4.0,10,9,6,4.6,2,4,TXN000269
2023-09-28,2023,9,3,4,28,Libros y Medios,No Ficción,384.92,10,12.67,336.15,3361.46,2309.54,1051.92,31.29,Sur,Torreón,Telefónico,VIP,PayPal,False,34.0,2.9,7.7,3.4,9,15,5,44.2,2,2,TXN000270
2021-06-16,2021,6,2,3,16,Deportes,Natación,133.45,6,21.48,104.79,628.72,400.35,228.38,36.32,Oeste,Guadalajara,Online,Nuevo,Transferencia,False,44.0,5.0,8.6,4.1,7,19,4,114.7,3,3,TXN000271
2020-10-04,2020,10,4,7,4,Juguetes,Muñecas,157.46,2,35.1,102.19,204.37,141.71,62.66,30.66,Noreste,Puebla,Catálogo,Regular,PayPal,False,36.0,4.3,7.5,,1,11,3,13.6,0,1,TXN000272
2020-12-20,2020,12,4,7,20,Juguetes,Electrónicos,1044.04,7,9.3,946.9,6628.32,3288.73,3339.59,50.38,Oeste,León,Catálogo,Regular,Efectivo,True,44.0,3.9,3.8,4.9,15,15,2,10.5,3,3,TXN000273
2023-04-11,2023,4,2,2,11,Salud y Belleza,Maquillaje,46.09,2,5.53,43.54,87.08,27.65,59.43,68.24,Centro,Monterrey,Marketplace,Premium,Tarjeta Débito,False,56.0,4.3,2.2,3.8,7,16,1,4.7,2,4,TXN000274
2020-08-12,2020,8,3,3,12,Libros y Medios,eBooks,106.7,7,22.83,82.34,576.39,448.14,128.25,22.25,Centro,San Luis Potosí,Marketplace,Regular,Tarjeta Débito,True,18.0,4.1,1.2,5.3,10,6,4,68.4,4,6,TXN000275
2020-10-19,2020,10,4,1,19,Electrónicos,Gaming,1898.7,7,33.51,1262.44,8837.09,9303.62,-466.53,-5.28,Noroeste,San Luis Potosí,Tienda Física,Premium,Transferencia,False,18.0,4.0,6.4,4.2,8,11,4,69.5,1,3,TXN000276
2020-08-18,2020,8,3,2,18,Libros y Medios,Música,259.68,4,7.72,239.63,958.51,623.23,335.28,34.98,Sur,León,Marketplace,Nuevo,PayPal,True,27.0,4.0,3.2,3.9,9,16,6,19.0,0,2,TXN000277
2021-05-03,2021,5,2,1,3,Salud y Belleza,Skincare,107.12,7,37.65,66.79,467.54,224.95,242.58,51.89,Noroeste,Guadalajara,Online,Premium,Tarjeta Débito,False,72.0,4.7,2.6,4.1,7,25,5,48.5,1,3,TXN000278
2020-01-08,2020,1,1,3,8,Deportes,Fútbol,392.47,3,44.02,219.7,659.11,588.71,70.4,10.68,Sur,Torreón,Telefónico,Estudiante,Tarjeta Débito,False,56.0,3.9,1.7,4.1,8,18,4,9.2,1,3,TXN000279
2021-08-21,2021,8,3,6,21,Automóviles,Accesorios,2471.78,6,40.27,1476.29,8857.75,9639.92,-782.17,-8.83,Oeste,Ciudad de México,Catálogo,Estudiante,Efectivo,False,104.0,4.8,4.5,4.0,13,13,6,37.7,3,6,TXN000280
2023-12-04,2023,12,4,1,4,Salud y Belleza,Perfumes,349.41,4,25.66,259.73,1038.93,419.29,619.65,59.64,Noroeste,Querétaro,Online,Regular,Tarjeta Crédito,True,18.0,5.0,5.7,3.8,4,15,4,7.7,2,3,TXN000281
2023-02-25,2023,2,1,6,25,Hogar y Jardín,Decoración,1565.62,2,16.11,1313.46,2626.92,1878.74,748.18,28.48,Centro,Guadalajara,Catálogo,Nuevo,Tarjeta Crédito,False,18.0,4.7,2.3,,8,12,3,12.5,2,5,TXN000282
2021-12-20,2021,12,4,1,20,Ropa y Accesorios,Niños,551.55,4,28.2,396.03,1584.1,882.48,701.62,44.29,Oeste,Puebla,Telefónico,Premium,Efectivo,False,38.0,3.0,4.1,3.7,12,14,6,59.0,1,4,TXN000283
2023-05-01,2023,5,2,1,1,Electrónicos,Cámaras,2692.13,3,52.41,1281.05,3843.16,5653.48,-1810.32,-47.1,Este,Tijuana,Tienda Física,VIP,Transferencia,False,25.0,3.5,9.2,4.3,8,17,1,51.4,2,6,TXN000284
2023-03-02,2023,3,1,4,2,Hogar y Jardín,Limpieza,458.58,3,4.61,437.44,1312.32,825.44,486.88,37.1,Noroeste,San Luis Potosí,Online,Nuevo,PayPal,False,33.0,3.2,7.8,3.8,4,8,7,24.3,0,4,TXN000285
2020-10-21,2020,10,4,3,21,Ropa y Accesorios,Joyería,428.25,4,23.22,328.81,1315.24,685.2,630.04,47.9,Centro,Juárez,Online,Regular,Tarjeta Crédito,True,46.0,3.1,6.6,4.7,4,13,5,3.9,2,3,TXN000286
2023-08-18,2023,8,3,5,18,Libros y Medios,Ficción,62.55,6,8.21,57.41,344.45,225.16,119.29,34.63,Centro,Guadalajara,Catálogo,Regular,Tarjeta Débito,False,28.0,3.3,2.0,3.7,6,15,4,22.4,2,11,TXN000287
2021-11-24,2021,11,4,3,24,Ropa y Accesorios,Mujer,342.97,6,16.12,287.67,1726.0,823.12,902.88,52.31,Sur,León,Catálogo,Regular,Transferencia,False,35.0,3.8,4.3,4.6,4,12,3,4.8,2,4,TXN000288
2023-02-15,2023,2,1,3,15,Deportes,Natación,132.73,8,18.79,107.79,862.3,530.92,331.38,38.43,Sureste,San Luis Potosí,Marketplace,Premium,Efectivo,True,22.0,3.2,13.9,3.5,10,6,5,5.6,2,3,TXN000289
2023-12-09,2023,12,4,6,9,Automóviles,Limpieza,1281.63,3,19.24,1035.11,3105.32,2499.19,606.13,19.52,Noroeste,Guadalajara,Marketplace,Estudiante,Efectivo,False,49.0,4.0,3.3,3.3,8,6,5,6.0,0,6,TXN000290
2023-07-31,2023,7,3,1,31,Automóviles,Herramientas,343.74,5,30.44,239.11,1195.57,1117.16,78.4,6.56,Noroeste,Puebla,Telefónico,Premium,PayPal,True,57.0,5.0,8.4,3.9,7,13,5,28.9,1,6,TXN000291
2021-01-01,2021,1,1,5,1,Electrónicos,Gaming,1511.61,2,23.63,1154.46,2308.91,2116.25,192.66,8.34,Noreste,Puebla,Marketplace,Estudiante,Tarjeta Débito,True,19.0,4.0,3.8,3.5,6,14,7,5.9,1,4,TXN000292
2020-07-07,2020,7,3,2,7,Hogar y Jardín,Cocina,337.37,3,63.74,122.33,367.0,607.27,-240.27,-65.47,Sur,Ciudad de México,Telefónico,Premium,Tarjeta Débito,False,33.0,5.0,1.7,4.4,4,21,5,47.0,4,7,TXN000293
2021-03-24,2021,3,1,3,24,Libros y Medios,Música,82.19,3,21.85,64.23,192.69,147.94,44.75,23.22,Sur,Ciudad de México,Marketplace,Premium,Efectivo,False,18.0,4.2,8.6,3.6,15,16,4,5.2,2,2,TXN000294
2022-12-20,2022,12,4,2,20,Libros y Medios,No Ficción,401.59,4,12.34,352.02,1408.1,963.81,444.29,31.55,Oeste,León,Catálogo,Nuevo,PayPal,False,23.0,3.8,6.5,5.3,6,20,2,2.8,0,2,TXN000295
2023-01-09,2023,1,1,1,9,Ropa y Accesorios,Niños,305.97,6,31.58,209.35,1256.09,734.32,521.76,41.54,Norte,Juárez,Catálogo,Premium,Tarjeta Débito,False,37.0,3.5,5.5,5.0,5,15,8,1.3,3,2,TXN000296
2021-02-07,2021,2,1,7,7,Electrónicos,Auriculares,1205.52,6,32.56,813.02,4878.12,5063.18,-185.05,-3.79,Norte,Juárez,Tienda Física,VIP,Transferencia,False,42.0,3.8,3.5,3.1,8,20,6,2.1,4,3,TXN000297
2020-06-27,2020,6,2,6,27,Electrónicos,Laptops,32.18,3,23.92,24.48,73.45,67.58,5.87,8.0,Sur,Ciudad de México,Telefónico,Estudiante,Tarjeta Crédito,False,32.0,5.0,9.4,4.7,2,18,2,17.4,1,3,TXN000298
2021-05-09,2021,5,2,7,9,Salud y Belleza,Cuidado Personal,130.22,9,21.71,101.96,917.6,351.59,566.0,61.68,Este,San Luis Potosí,Telefónico,Nuevo,Tarjeta Débito,False,74.0,3.6,4.0,4.7,7,14,2,72.5,1,3,TXN000299
2022-09-22,2022,9,3,4,22,Juguetes,Acción,50.13,2,11.26,44.49,88.97,45.12,43.86,49.29,Sureste,Monterrey,Catálogo,VIP,Efectivo,False,25.0,4.0,9.9,4.4,11,17,2,44.8,0,5,TXN000300
2020-04-21,2020,4,2,2,21,Automóviles,Audio,1259.03,4,22.18,979.84,3919.36,3273.48,645.88,16.48,Sureste,San Luis Potosí,Online,Estudiante,PayPal,False,18.0,5.0,3.4,4.1,8,15,3,48.9,3,4,TXN000301
2021-01-18,2021,1,1,1,18,Libros y Medios,No Ficción,75.67,5,3.9,72.72,363.62,227.02,136.6,37.57,Noroeste,Juárez,Telefónico,Estudiante,Tarjeta Débito,False,42.0,3.8,3.8,4.6,11,8,1,13.3,0,2,TXN000302
2023-01-25,2023,1,1,3,25,Electrónicos,Gaming,997.78,4,15.38,844.36,3377.45,2793.79,583.65,17.28,Este,Juárez,Telefónico,Nuevo,Tarjeta Crédito,True,19.0,1.9,9.2,3.5,8,24,6,12.8,2,3,TXN000303
2021-12-03,2021,12,4,5,3,Juguetes,Educativos,630.9,5,44.35,351.09,1755.47,1419.53,335.94,19.14,Norte,Querétaro,Marketplace,VIP,Tarjeta Débito,False,64.0,3.5,4.9,3.2,8,13,3,36.3,3,2,TXN000304
2022-09-19,2022,9,3,1,19,Salud y Belleza,Suplementos,883.61,2,9.79,797.08,1594.16,530.17,1064.0,66.74,Oeste,Tijuana,Marketplace,Premium,Efectivo,False,38.0,3.7,10.8,4.7,4,25,2,16.6,2,1,TXN000305
2022-10-14,2022,10,4,5,14,Deportes,Outdoor,235.12,6,1.97,230.48,1382.9,705.36,677.54,48.99,Sureste,Ciudad de México,Catálogo,Estudiante,Tarjeta Débito,True,19.0,4.0,4.1,4.7,10,13,2,0.6,2,4,TXN000306
2022-01-15,2022,1,1,6,15,Ropa y Accesorios,Niños,509.79,3,41.03,300.65,901.95,611.75,290.2,32.17,Noroeste,Juárez,Tienda Física,Nuevo,Transferencia,False,20.0,3.6,5.0,4.8,8,22,4,27.6,1,9,TXN000307
2020-12-02,2020,12,4,3,2,Juguetes,Muñecas,466.89,3,7.96,429.73,1289.2,630.3,658.9,51.11,Noroeste,Juárez,Tienda Física,Estudiante,Tarjeta Débito,False,54.0,5.0,5.6,4.5,12,15,2,3.8,3,2,TXN000308
2020-08-06,2020,8,3,4,6,Deportes,Outdoor,335.07,4,14.5,286.49,1145.94,670.14,475.8,41.52,Sur,Tijuana,Catálogo,Premium,Tarjeta Crédito,False,18.0,4.5,,3.3,10,12,6,1.8,2,5,TXN000309
2020-06-10,2020,6,2,3,10,Deportes,Outdoor,1225.0,3,1.92,1201.54,3604.61,1837.5,1767.11,49.02,Norte,Juárez,Tienda Física,VIP,Efectivo,False,18.0,2.6,2.8,5.0,13,16,7,13.5,2,2,TXN000310
2022-10-30,2022,10,4,7,30,Ropa y Accesorios,Niños,721.32,3,20.95,570.22,1710.66,865.59,845.07,49.4,Sureste,San Luis Potosí,Catálogo,VIP,Transferencia,True,18.0,3.6,7.3,4.0,4,10,3,2.0,2,3,TXN000311
2020-12-31,2020,12,4,4,31,Deportes,Fútbol,1134.59,4,7.97,1044.16,4176.63,2269.17,1907.46,45.67,Noreste,León,Catálogo,Estudiante,Tarjeta Crédito,False,45.0,4.0,3.1,3.8,17,14,5,3.6,2,5,TXN000312
2023-07-09,2023,7,3,7,9,Automóviles,Neumáticos,443.29,4,2.05,434.2,1736.78,1152.55,584.23,33.64,Noreste,Ciudad de México,Telefónico,VIP,Tarjeta Crédito,False,129.0,2.8,8.7,4.6,9,17,4,5.1,1,4,TXN000313
2022-02-25,2022,2,1,5,25,Deportes,Basketball,550.14,2,24.46,415.58,831.16,550.14,281.02,33.81,Noreste,Puebla,Tienda Física,Regular,PayPal,False,18.0,5.0,1.2,4.5,8,13,1,5.2,1,6,TXN000314
2020-11-02,2020,11,4,1,2,Libros y Medios,Textbooks,612.6,4,16.67,510.47,2041.86,1470.24,571.62,28.0,Sureste,Juárez,Online,Estudiante,Transferencia,True,26.0,3.6,4.3,3.8,6,12,4,6.4,2,4,TXN000315
2021-07-29,2021,7,3,4,29,Automóviles,Neumáticos,1023.43,4,7.35,948.24,3792.96,2660.92,1132.05,29.85,Noreste,San Luis Potosí,Catálogo,Estudiante,Tarjeta Crédito,True,18.0,3.7,4.9,4.7,6,17,6,36.8,0,1,TXN000316
2020-08-11,2020,8,3,2,11,Hogar y Jardín,Decoración,192.81,2,17.21,159.64,319.28,231.38,87.9,27.53,Centro,Torreón,Online,Estudiante,Tarjeta Débito,False,71.0,1.3,2.4,4.2,11,18,3,18.4,1,2,TXN000317
2023-03-15,2023,3,1,3,15,Automóviles,Accesorios,379.1,3,12.89,330.25,990.76,739.25,251.51,25.39,Este,Monterrey,Marketplace,Nuevo,Tarjeta Crédito,True,124.0,4.0,6.6,3.6,8,12,5,1.2,1,6,TXN000318
2023-05-20,2023,5,2,6,20,Juguetes,Acción,249.48,4,30.18,174.19,696.74,449.07,247.67,35.55,Sur,Guadalajara,Telefónico,Premium,Tarjeta Débito,False,46.0,2.6,8.3,5.0,8,13,4,11.0,6,9,TXN000319
2022-01-25,2022,1,1,2,25,Deportes,Outdoor,732.81,7,28.45,524.31,3670.19,2564.82,1105.37,30.12,Este,Querétaro,Marketplace,Premium,PayPal,True,18.0,3.0,2.8,3.6,8,16,3,7.8,1,4,TXN000320
2023-03-11,2023,3,1,6,11,Salud y Belleza,Maquillaje,382.06,7,4.68,364.19,2549.3,802.33,1746.97,68.53,Este,Tijuana,Online,Premium,Tarjeta Crédito,True,25.0,,5.3,4.5,7,12,5,41.3,3,4,TXN000321
2020-06-22,2020,6,2,1,22,Ropa y Accesorios,Calzado,1143.69,4,26.78,837.38,3349.53,1829.9,1519.62,45.37,Sur,Guadalajara,Catálogo,Estudiante,Transferencia,False,69.0,5.0,2.0,3.5,6,20,7,29.8,3,4,TXN000322
2023-03-24,2023,3,1,5,24,Juguetes,Acción,1464.32,3,13.87,1261.27,3783.81,1976.83,1806.97,47.76,Sur,San Luis Potosí,Telefónico,Premium,Tarjeta Débito,True,47.0,4.8,1.7,,6,13,7,5.4,2,3,TXN000323
2022-12-26,2022,12,4,1,26,Libros y Medios,No Ficción,367.89,6,47.57,192.87,1157.25,1324.41,-167.17,-14.45,Norte,Monterrey,Telefónico,Premium,Transferencia,False,18.0,4.2,5.1,4.7,9,10,7,11.6,3,4,TXN000324
2023-05-10,2023,5,2,3,10,Electrónicos,Cámaras,1308.86,3,74.38,335.35,1006.05,2748.6,-1742.55,-173.21,Centro,Ciudad de México,Telefónico,VIP,PayPal,False,38.0,4.5,6.8,4.9,7,14,1,26.7,3,2,TXN000325
2021-05-27,2021,5,2,4,27,Ropa y Accesorios,Niños,1029.55,5,53.17,482.16,2410.79,2059.1,351.68,14.59,Centro,Tijuana,Tienda Física,Regular,Tarjeta Débito,False,120.0,5.0,2.4,4.7,11,17,1,20.8,0,6,TXN000326
2021-09-18,2021,9,3,6,18,Automóviles,Accesorios,671.1,1,29.28,474.57,474.57,436.21,38.35,8.08,Noroeste,Monterrey,Telefónico,Regular,Tarjeta Crédito,False,57.0,4.2,5.2,4.8,5,11,6,42.9,0,1,TXN000327
2023-09-11,2023,9,3,1,11,Juguetes,Electrónicos,439.5,2,12.79,383.27,766.55,395.55,371.0,48.4,Este,León,Online,Regular,PayPal,False,74.0,3.6,4.6,3.6,6,19,2,26.5,2,6,TXN000328
2020-03-24,2020,3,1,2,24,Electrónicos,Auriculares,354.88,6,38.49,218.29,1309.75,1490.49,-180.74,-13.8,Norte,San Luis Potosí,Telefónico,Premium,Tarjeta Crédito,True,18.0,4.2,5.1,5.3,16,21,2,20.7,2,5,TXN000329
2022-10-12,2022,10,4,3,12,Juguetes,Acción,86.98,6,27.58,62.99,377.94,234.85,143.09,37.86,Noreste,Tijuana,Marketplace,Regular,Efectivo,False,76.0,5.0,3.8,3.6,8,16,3,7.5,0,4,TXN000330
2021-09-14,2021,9,3,2,14,Automóviles,Neumáticos,827.31,2,3.52,798.22,1596.43,1075.5,520.93,32.63,Sureste,Puebla,Online,Regular,PayPal,False,69.0,5.0,11.1,4.0,10,20,3,13.6,3,4,TXN000331
2023-07-17,2023,7,3,1,17,Electrónicos,Gaming,707.32,4,52.1,338.8,1355.21,1980.49,-625.28,-46.14,Sur,San Luis Potosí,Online,Estudiante,Efectivo,True,96.0,3.3,3.2,3.7,8,14,7,0.4,2,3,TXN000332
2022-11-01,2022,11,4,2,1,Deportes,Fútbol,704.76,4,2.82,684.9,2739.59,1409.52,1330.06,48.55,Norte,San Luis Potosí,Marketplace,Regular,Transferencia,False,25.0,3.3,2.8,3.8,11,22,5,4.3,5,6,TXN000333
2021-08-28,2021,8,3,6,28,Libros y Medios,eBooks,218.16,1,34.45,143.0,143.0,130.9,12.11,8.47,Sureste,Ciudad de México,Telefónico,Nuevo,Tarjeta Crédito,True,22.0,4.0,5.5,3.8,13,17,4,50.1,3,4,TXN000334
2020-12-14,2020,12,4,1,14,Automóviles,Audio,746.24,5,20.95,589.93,2949.65,2425.27,524.38,17.78,Noroeste,San Luis Potosí,Online,Regular,Efectivo,True,53.0,3.7,5.2,5.4,8,16,4,3.9,3,8,TXN000335
2020-06-03,2020,6,2,3,3,Hogar y Jardín,Muebles,960.11,5,13.9,826.69,4133.46,2880.32,1253.15,30.32,Sureste,Puebla,Marketplace,Estudiante,Transferencia,False,85.0,,5.9,3.9,7,17,4,26.4,2,3,TXN000336
2022-04-21,2022,4,2,4,21,Juguetes,Educativos,264.85,4,11.69,233.89,935.56,476.74,458.82,49.04,Sureste,Monterrey,Tienda Física,Estudiante,Efectivo,False,82.0,5.0,13.3,3.7,10,12,3,48.5,2,3,TXN000337
2023-07-11,2023,7,3,2,11,Ropa y Accesorios,Hombre,391.4,2,32.67,263.53,527.06,313.12,213.94,40.59,Noroeste,Querétaro,Marketplace,Regular,Efectivo,False,27.0,4.1,3.3,4.6,7,10,5,14.2,2,8,TXN000338
2023-06-29,2023,6,2,4,29,Automóviles,Herramientas,1835.34,3,21.8,1435.2,4305.6,3578.92,726.68,16.88,Sur,Guadalajara,Marketplace,Premium,Transferencia,False,37.0,5.0,1.6,3.9,14,11,3,39.2,2,4,TXN000339
2020-07-19,2020,7,3,7,19,Libros y Medios,No Ficción,624.03,5,13.82,537.77,2688.86,1872.1,816.76,30.38,Sureste,Tijuana,Catálogo,Premium,Transferencia,False,18.0,4.7,3.2,3.9,7,11,7,8.7,2,5,TXN000340
2020-11-16,2020,11,4,1,16,Automóviles,Audio,2884.08,1,15.02,2451.02,2451.02,1874.65,576.37,23.52,Sur,León,Tienda Física,VIP,Tarjeta Crédito,False,122.0,4.2,4.6,4.1,6,13,4,36.0,2,3,TXN000341
2021-11-26,2021,11,4,5,26,Ropa y Accesorios,Calzado,522.19,1,12.67,456.05,456.05,208.88,247.17,54.2,Noroeste,San Luis Potosí,Telefónico,VIP,Efectivo,True,64.0,2.3,6.9,4.2,8,12,6,34.5,3,3,TXN000342
2022-02-03,2022,2,1,4,3,Hogar y Jardín,Muebles,101.52,4,20.53,80.68,322.7,243.64,79.06,24.5,Oeste,León,Online,VIP,Transferencia,True,73.0,3.5,3.9,4.8,8,16,7,12.8,0,3,TXN000343
2021-03-26,2021,3,1,5,26,Electrónicos,Auriculares,820.43,4,17.88,673.7,2694.81,2297.2,397.61,14.75,Sur,Monterrey,Telefónico,Estudiante,Tarjeta Crédito,False,42.0,3.5,1.6,3.6,7,15,2,20.1,1,4,TXN000344
2020-04-13,2020,4,2,1,13,Libros y Medios,Ficción,307.04,5,19.23,247.98,1239.91,921.12,318.79,25.71,Sur,Juárez,Catálogo,VIP,Efectivo,False,81.0,4.9,2.7,5.1,7,14,8,36.0,5,4,TXN000345
2020-10-28,2020,10,4,3,28,Ropa y Accesorios,Hombre,523.21,4,60.13,208.63,834.52,837.14,-2.62,-0.31,Sureste,Puebla,Catálogo,Estudiante,PayPal,False,23.0,,4.9,3.9,8,11,5,18.7,1,3,TXN000346
2020-08-20,2020,8,3,4,20,Juguetes,Acción,99.74,2,36.82,63.02,126.03,89.77,36.26,28.77,Sureste,Puebla,Tienda Física,VIP,Tarjeta Crédito,False,41.0,3.7,1.4,4.4,10,16,4,15.1,1,7,TXN000347
2023-11-18,2023,11,4,6,18,Automóviles,Audio,756.73,6,16.47,632.08,3792.47,2951.23,841.24,22.18,Centro,Ciudad de México,Online,Regular,Tarjeta Débito,True,18.0,3.7,5.3,3.2,10,10,5,16.4,2,5,TXN000348
2023-12-11,2023,12,4,1,11,Juguetes,Muñecas,118.63,4,4.59,113.18,452.7,213.53,239.18,52.83,Centro,San Luis Potosí,Online,Regular,Tarjeta Débito,False,87.0,4.1,1.0,4.7,10,15,6,63.8,1,4,TXN000349
2020-04-26,2020,4,2,7,26,Ropa y Accesorios,Niños,686.52,8,40.86,406.0,3247.96,2196.88,1051.09,32.36,Oeste,Puebla,Marketplace,Estudiante,Tarjeta Débito,False,18.0,5.0,1.7,4.3,6,17,4,20.1,5,5,TXN000350
2020-03-25,2020,3,1,3,25,Deportes,Natación,162.19,3,24.24,122.87,368.62,243.28,125.33,34.0,Este,Guadalajara,Catálogo,Nuevo,Tarjeta Débito,False,49.0,3.8,13.1,4.8,4,18,6,44.6,2,3,TXN000351
2021-12-29,2021,12,4,3,29,Libros y Medios,Música,139.46,4,3.2,135.0,540.01,334.71,205.3,38.02,Noroeste,Juárez,Online,Nuevo,Transferencia,False,41.0,5.0,6.8,5.1,13,20,5,15.9,1,3,TXN000352
2023-03-29,2023,3,1,3,29,Hogar y Jardín,Cocina,689.38,1,8.82,628.55,628.55,413.63,214.92,34.19,Este,Querétaro,Tienda Física,VIP,Tarjeta Débito,False,31.0,4.3,3.9,3.6,9,18,9,48.2,2,5,TXN000353
2022-08-19,2022,8,3,5,19,Deportes,Natación,69.23,6,18.25,56.6,339.57,207.7,131.87,38.83,Noroeste,Guadalajara,Tienda Física,Regular,Efectivo,False,28.0,3.0,10.2,4.2,7,19,7,31.4,3,4,TXN000354
2020-04-28,2020,4,2,2,28,Deportes,Basketball,171.11,3,8.03,157.38,472.14,256.67,215.46,45.64,Oeste,Guadalajara,Catálogo,Nuevo,PayPal,False,18.0,4.4,5.1,4.9,8,12,5,14.3,1,3,TXN000355
2023-12-22,2023,12,4,5,22,Electrónicos,Smartphones,1278.86,3,28.85,909.97,2729.9,2685.61,44.29,1.62,Norte,San Luis Potosí,Online,Estudiante,Transferencia,False,57.0,2.8,4.4,4.6,10,13,5,35.0,6,4,TXN000356
2021-07-28,2021,7,3,3,28,Ropa y Accesorios,Niños,1045.9,4,35.82,671.25,2684.99,1673.44,1011.55,37.67,Centro,Tijuana,Online,Estudiante,PayPal,True,72.0,4.5,3.6,4.6,7,16,4,2.7,1,2,TXN000357
2021-10-11,2021,10,4,1,11,Hogar y Jardín,Decoración,504.38,4,21.56,395.63,1582.51,1210.52,371.99,23.51,Noroeste,Guadalajara,Catálogo,Premium,PayPal,False,97.0,3.5,15.8,3.9,7,19,4,18.6,4,3,TXN000358
2022-12-10,2022,12,4,6,10,Automóviles,Neumáticos,647.53,4,12.88,564.14,2256.55,1683.58,572.97,25.39,Noroeste,Ciudad de México,Tienda Física,Nuevo,PayPal,True,18.0,3.6,6.6,4.4,6,11,6,15.0,0,4,TXN000359
2021-11-11,2021,11,4,4,11,Juguetes,Acción,448.88,5,44.48,249.23,1246.15,1009.99,236.17,18.95,Sureste,Juárez,Tienda Física,Estudiante,Tarjeta Crédito,False,49.0,4.1,10.1,3.9,11,20,7,1.6,0,2,TXN000360
2023-12-13,2023,12,4,3,13,Libros y Medios,No Ficción,61.23,5,39.73,36.9,184.5,183.68,0.82,0.45,Centro,León,Marketplace,Premium,Tarjeta Crédito,False,28.0,4.7,3.3,3.9,8,12,1,33.0,3,5,TXN000361
2020-10-28,2020,10,4,3,28,Automóviles,Audio,78.24,6,61.15,30.4,182.38,305.12,-122.74,-67.3,Sureste,Guadalajara,Marketplace,Regular,Tarjeta Crédito,True,30.0,3.4,2.1,4.0,11,20,5,98.4,2,6,TXN000362
2023-04-14,2023,4,2,5,14,Deportes,Outdoor,25.92,3,17.72,21.32,63.97,38.87,25.09,39.23,Norte,Tijuana,Catálogo,Regular,PayPal,False,18.0,,3.5,3.0,6,16,5,6.5,0,3,TXN000363
2022-11-13,2022,11,4,7,13,Salud y Belleza,Cuidado Personal,460.01,5,1.55,452.89,2264.44,690.01,1574.42,69.53,Noreste,Querétaro,Marketplace,Nuevo,Transferencia,False,18.0,4.7,3.4,4.9,10,15,3,63.7,0,4,TXN000364
2023-06-12,2023,6,2,1,12,Hogar y Jardín,Limpieza,249.0,2,4.87,236.88,473.76,298.8,174.96,36.93,Noreste,Guadalajara,Telefónico,Estudiante,PayPal,False,35.0,3.3,2.6,4.6,13,21,8,31.3,4,2,TXN000365
2021-09-30,2021,9,3,4,30,Salud y Belleza,Maquillaje,263.97,2,13.79,227.57,455.15,158.38,296.77,65.2,Sureste,Querétaro,Catálogo,Premium,Tarjeta Crédito,False,18.0,3.6,7.7,4.4,4,8,3,32.9,1,5,TXN000366
2022-12-03,2022,12,4,6,3,Salud y Belleza,Maquillaje,346.24,2,15.29,293.31,586.61,207.75,378.87,64.59,Norte,Monterrey,Catálogo,Nuevo,Tarjeta Crédito,False,71.0,3.2,3.3,5.0,7,15,7,15.2,1,4,TXN000367
